Statistic Label,Month,Age Group,Sex,UNIT,VALUE
Seasonally Adjusted Monthly Unemployment,2000 October,15 - 74 years,Male,Thousand,42
Seasonally Adjusted Monthly Unemployment,2000 October,15 - 74 years,Female,Thousand,31.1
Seasonally Adjusted Monthly Unemployment,2000 October,25 - 74 years,Both sexes,Thousand,46.4
Seasonally Adjusted Monthly Unemployment,2000 October,25 - 74 years,Male,Thousand,27.3
Seasonally Adjusted Monthly Unemployment,2000 October,25 - 74 years,Female,Thousand,19.1
Seasonally Adjusted Monthly Unemployment,2000 November,15 - 24 years,Both sexes,Thousand,26.4
Seasonally Adjusted Monthly Unemployment,2000 November,15 - 24 years,Male,Thousand,14.4
Seasonally Adjusted Monthly Unemployment,2000 November,15 - 24 years,Female,Thousand,12
Seasonally Adjusted Monthly Unemployment,2000 November,15 - 74 years,Both sexes,Thousand,72.6
Seasonally Adjusted Monthly Unemployment,2000 November,15 - 74 years,Male,Thousand,41.3
Seasonally Adjusted Monthly Unemployment,2000 November,15 - 74 years,Female,Thousand,31.2
Seasonally Adjusted Monthly Unemployment,2000 November,25 - 74 years,Both sexes,Thousand,46.2
Seasonally Adjusted Monthly Unemployment,2000 November,25 - 74 years,Male,Thousand,26.9
Seasonally Adjusted Monthly Unemployment,2000 November,25 - 74 years,Female,Thousand,19.3
Seasonally Adjusted Monthly Unemployment,2000 December,15 - 24 years,Both sexes,Thousand,26.5
Seasonally Adjusted Monthly Unemployment,2000 December,15 - 24 years,Male,Thousand,14.9
Seasonally Adjusted Monthly Unemployment,2000 December,15 - 24 years,Female,Thousand,11.6
Seasonally Adjusted Monthly Unemployment,2000 December,15 - 74 years,Both sexes,Thousand,72.9
Seasonally Adjusted Monthly Unemployment,2000 December,15 - 74 years,Male,Thousand,41.5
Seasonally Adjusted Monthly Unemployment,2000 December,15 - 74 years,Female,Thousand,31.4
Seasonally Adjusted Monthly Unemployment,2000 December,25 - 74 years,Both sexes,Thousand,46.4
Seasonally Adjusted Monthly Unemployment,2000 December,25 - 74 years,Male,Thousand,26.6
Seasonally Adjusted Monthly Unemployment,2000 December,25 - 74 years,Female,Thousand,19.8
Seasonally Adjusted Monthly Unemployment,2001 January,15 - 24 years,Both sexes,Thousand,26.5
Seasonally Adjusted Monthly Unemployment,2001 January,15 - 24 years,Male,Thousand,15.4
Seasonally Adjusted Monthly Unemployment,2001 January,15 - 24 years,Female,Thousand,11
Seasonally Adjusted Monthly Unemployment,2001 January,15 - 74 years,Both sexes,Thousand,74
Seasonally Adjusted Monthly Unemployment,2001 January,15 - 74 years,Male,Thousand,41.7
Seasonally Adjusted Monthly Unemployment,2001 January,15 - 74 years,Female,Thousand,32.4
Seasonally Adjusted Monthly Unemployment,2001 January,25 - 74 years,Both sexes,Thousand,47.5
Seasonally Adjusted Monthly Unemployment,2001 January,25 - 74 years,Male,Thousand,26.2
Seasonally Adjusted Monthly Unemployment,2001 January,25 - 74 years,Female,Thousand,21.3
Seasonally Adjusted Monthly Unemployment,2001 February,15 - 24 years,Both sexes,Thousand,26.9
Seasonally Adjusted Monthly Unemployment,2001 February,15 - 24 years,Male,Thousand,15.9
Seasonally Adjusted Monthly Unemployment,2001 February,15 - 24 years,Female,Thousand,11
Seasonally Adjusted Monthly Unemployment,2001 February,15 - 74 years,Both sexes,Thousand,74.1
Seasonally Adjusted Monthly Unemployment,2001 February,15 - 74 years,Male,Thousand,41.6
Seasonally Adjusted Monthly Unemployment,2001 February,15 - 74 years,Female,Thousand,32.6
Seasonally Adjusted Monthly Unemployment,2001 February,25 - 74 years,Both sexes,Thousand,47.2
Seasonally Adjusted Monthly Unemployment,2001 February,25 - 74 years,Male,Thousand,25.7
Seasonally Adjusted Monthly Unemployment,2001 February,25 - 74 years,Female,Thousand,21.5
Seasonally Adjusted Monthly Unemployment,2001 March,15 - 24 years,Both sexes,Thousand,27.2
Seasonally Adjusted Monthly Unemployment,2001 March,15 - 24 years,Male,Thousand,16.1
Seasonally Adjusted Monthly Unemployment,2001 March,15 - 24 years,Female,Thousand,11.1
Seasonally Adjusted Monthly Unemployment,2001 March,15 - 74 years,Both sexes,Thousand,73.6
Seasonally Adjusted Monthly Unemployment,2001 March,15 - 74 years,Male,Thousand,41.6
Seasonally Adjusted Monthly Unemployment,2001 March,15 - 74 years,Female,Thousand,32
Seasonally Adjusted Monthly Unemployment,2001 March,25 - 74 years,Both sexes,Thousand,46.5
Seasonally Adjusted Monthly Unemployment,2001 March,25 - 74 years,Male,Thousand,25.5
Seasonally Adjusted Monthly Unemployment,2001 March,25 - 74 years,Female,Thousand,20.9
Seasonally Adjusted Monthly Unemployment,2001 April,15 - 24 years,Both sexes,Thousand,28.1
Seasonally Adjusted Monthly Unemployment,2001 April,15 - 24 years,Male,Thousand,16.4
Seasonally Adjusted Monthly Unemployment,2001 April,15 - 24 years,Female,Thousand,11.8
Seasonally Adjusted Monthly Unemployment,2001 April,15 - 74 years,Both sexes,Thousand,74
Seasonally Adjusted Monthly Unemployment,2001 April,15 - 74 years,Male,Thousand,41.8
Seasonally Adjusted Monthly Unemployment,2001 April,15 - 74 years,Female,Thousand,32.2
Seasonally Adjusted Monthly Unemployment,2001 April,25 - 74 years,Both sexes,Thousand,45.8
Seasonally Adjusted Monthly Unemployment,2001 April,25 - 74 years,Male,Thousand,25.4
Seasonally Adjusted Monthly Unemployment,2001 April,25 - 74 years,Female,Thousand,20.4
Seasonally Adjusted Monthly Unemployment,2001 May,15 - 24 years,Both sexes,Thousand,28.9
Seasonally Adjusted Monthly Unemployment,2001 May,15 - 24 years,Male,Thousand,16.8
Seasonally Adjusted Monthly Unemployment,2001 May,15 - 24 years,Female,Thousand,12.1
Seasonally Adjusted Monthly Unemployment,2001 May,15 - 74 years,Both sexes,Thousand,74.9
Seasonally Adjusted Monthly Unemployment,2001 May,15 - 74 years,Male,Thousand,42.4
Seasonally Adjusted Monthly Unemployment,2001 May,15 - 74 years,Female,Thousand,32.5
Seasonally Adjusted Monthly Unemployment,2001 May,25 - 74 years,Both sexes,Thousand,46
Seasonally Adjusted Monthly Unemployment,2001 May,25 - 74 years,Male,Thousand,25.5
Seasonally Adjusted Monthly Unemployment,2001 May,25 - 74 years,Female,Thousand,20.4
Seasonally Adjusted Monthly Unemployment,2001 June,15 - 24 years,Both sexes,Thousand,30.3
Seasonally Adjusted Monthly Unemployment,2001 June,15 - 24 years,Male,Thousand,17.6
Seasonally Adjusted Monthly Unemployment,2001 June,15 - 24 years,Female,Thousand,12.7
Seasonally Adjusted Monthly Unemployment,2001 June,15 - 74 years,Both sexes,Thousand,77.8
Seasonally Adjusted Monthly Unemployment,2001 June,15 - 74 years,Male,Thousand,43.7
Seasonally Adjusted Monthly Unemployment,2001 June,15 - 74 years,Female,Thousand,34.1
Seasonally Adjusted Monthly Unemployment,2001 June,25 - 74 years,Both sexes,Thousand,47.5
Seasonally Adjusted Monthly Unemployment,2001 June,25 - 74 years,Male,Thousand,26.1
Seasonally Adjusted Monthly Unemployment,2001 June,25 - 74 years,Female,Thousand,21.4
Seasonally Adjusted Monthly Unemployment,2001 July,15 - 24 years,Both sexes,Thousand,31.8
Seasonally Adjusted Monthly Unemployment,2001 July,15 - 24 years,Male,Thousand,18.7
Seasonally Adjusted Monthly Unemployment,2001 July,15 - 24 years,Female,Thousand,13.1
Seasonally Adjusted Monthly Unemployment,2001 July,15 - 74 years,Both sexes,Thousand,82.3
Seasonally Adjusted Monthly Unemployment,2001 July,15 - 74 years,Male,Thousand,46.1
Seasonally Adjusted Monthly Unemployment,2001 July,15 - 74 years,Female,Thousand,36.2
Seasonally Adjusted Monthly Unemployment,2001 July,25 - 74 years,Both sexes,Thousand,50.5
Seasonally Adjusted Monthly Unemployment,2001 July,25 - 74 years,Male,Thousand,27.3
Seasonally Adjusted Monthly Unemployment,2001 July,25 - 74 years,Female,Thousand,23.2
Seasonally Adjusted Monthly Unemployment,2001 August,15 - 24 years,Both sexes,Thousand,32.6
Seasonally Adjusted Monthly Unemployment,2001 August,15 - 24 years,Male,Thousand,19.5
Seasonally Adjusted Monthly Unemployment,2001 August,15 - 24 years,Female,Thousand,13.1
Seasonally Adjusted Monthly Unemployment,2001 August,15 - 74 years,Both sexes,Thousand,84.5
Seasonally Adjusted Monthly Unemployment,2001 August,15 - 74 years,Male,Thousand,47.8
Seasonally Adjusted Monthly Unemployment,2001 August,15 - 74 years,Female,Thousand,36.7
Seasonally Adjusted Monthly Unemployment,2001 August,25 - 74 years,Both sexes,Thousand,51.9
Seasonally Adjusted Monthly Unemployment,2001 August,25 - 74 years,Male,Thousand,28.3
Seasonally Adjusted Monthly Unemployment,2001 August,25 - 74 years,Female,Thousand,23.6
Seasonally Adjusted Monthly Unemployment,2001 September,15 - 24 years,Both sexes,Thousand,32.7
Seasonally Adjusted Monthly Unemployment,2001 September,15 - 24 years,Male,Thousand,19.7
Seasonally Adjusted Monthly Unemployment,2001 September,15 - 24 years,Female,Thousand,13
Seasonally Adjusted Monthly Unemployment,2001 September,15 - 74 years,Both sexes,Thousand,84.9
Seasonally Adjusted Monthly Unemployment,2001 September,15 - 74 years,Male,Thousand,48.8
Seasonally Adjusted Monthly Unemployment,2001 September,15 - 74 years,Female,Thousand,36.1
Seasonally Adjusted Monthly Unemployment,2001 September,25 - 74 years,Both sexes,Thousand,52.2
Seasonally Adjusted Monthly Unemployment,2001 September,25 - 74 years,Male,Thousand,29.1
Seasonally Adjusted Monthly Unemployment,2001 September,25 - 74 years,Female,Thousand,23.1
Seasonally Adjusted Monthly Unemployment,2001 October,15 - 24 years,Both sexes,Thousand,33.1
Seasonally Adjusted Monthly Unemployment,2001 October,15 - 24 years,Male,Thousand,20.2
Seasonally Adjusted Monthly Unemployment,2001 October,15 - 24 years,Female,Thousand,12.9
Seasonally Adjusted Monthly Unemployment,2001 October,15 - 74 years,Both sexes,Thousand,84.2
Seasonally Adjusted Monthly Unemployment,2001 October,15 - 74 years,Male,Thousand,49.8
Seasonally Adjusted Monthly Unemployment,2001 October,15 - 74 years,Female,Thousand,34.3
Seasonally Adjusted Monthly Unemployment,2001 October,25 - 74 years,Both sexes,Thousand,51.1
Seasonally Adjusted Monthly Unemployment,2001 October,25 - 74 years,Male,Thousand,29.6
Seasonally Adjusted Monthly Unemployment,2001 October,25 - 74 years,Female,Thousand,21.5
Seasonally Adjusted Monthly Unemployment,2001 November,15 - 24 years,Both sexes,Thousand,33.8
Seasonally Adjusted Monthly Unemployment,2001 November,15 - 24 years,Male,Thousand,20.8
Seasonally Adjusted Monthly Unemployment,2001 November,15 - 24 years,Female,Thousand,13
Seasonally Adjusted Monthly Unemployment,2001 November,15 - 74 years,Both sexes,Thousand,85.6
Seasonally Adjusted Monthly Unemployment,2001 November,15 - 74 years,Male,Thousand,51.5
Seasonally Adjusted Monthly Unemployment,2001 November,15 - 74 years,Female,Thousand,34.1
Seasonally Adjusted Monthly Unemployment,2001 November,25 - 74 years,Both sexes,Thousand,51.9
Seasonally Adjusted Monthly Unemployment,2001 November,25 - 74 years,Male,Thousand,30.7
Seasonally Adjusted Monthly Unemployment,2001 November,25 - 74 years,Female,Thousand,21.2
Seasonally Adjusted Monthly Unemployment,2001 December,15 - 24 years,Both sexes,Thousand,33.1
Seasonally Adjusted Monthly Unemployment,2001 December,15 - 24 years,Male,Thousand,20.4
Seasonally Adjusted Monthly Unemployment,2001 December,15 - 24 years,Female,Thousand,12.7
Seasonally Adjusted Monthly Unemployment,2001 December,15 - 74 years,Both sexes,Thousand,83.6
Seasonally Adjusted Monthly Unemployment,2001 December,15 - 74 years,Male,Thousand,50.6
Seasonally Adjusted Monthly Unemployment,2001 December,15 - 74 years,Female,Thousand,33
Seasonally Adjusted Monthly Unemployment,2001 December,25 - 74 years,Both sexes,Thousand,50.5
Seasonally Adjusted Monthly Unemployment,2001 December,25 - 74 years,Male,Thousand,30.2
Seasonally Adjusted Monthly Unemployment,2001 December,25 - 74 years,Female,Thousand,20.3
Seasonally Adjusted Monthly Unemployment,2002 January,15 - 24 years,Both sexes,Thousand,33.1
Seasonally Adjusted Monthly Unemployment,2002 January,15 - 24 years,Male,Thousand,20.1
Seasonally Adjusted Monthly Unemployment,2002 January,15 - 24 years,Female,Thousand,13
Seasonally Adjusted Monthly Unemployment,2002 January,15 - 74 years,Both sexes,Thousand,85.2
Seasonally Adjusted Monthly Unemployment,2002 January,15 - 74 years,Male,Thousand,50.8
Seasonally Adjusted Monthly Unemployment,2002 January,15 - 74 years,Female,Thousand,34.5
Seasonally Adjusted Monthly Unemployment,2002 January,25 - 74 years,Both sexes,Thousand,52.1
Seasonally Adjusted Monthly Unemployment,2002 January,25 - 74 years,Male,Thousand,30.7
Seasonally Adjusted Monthly Unemployment,2002 January,25 - 74 years,Female,Thousand,21.5
Seasonally Adjusted Monthly Unemployment,2002 February,15 - 24 years,Both sexes,Thousand,34.1
Seasonally Adjusted Monthly Unemployment,2002 February,15 - 24 years,Male,Thousand,20.6
Seasonally Adjusted Monthly Unemployment,2002 February,15 - 24 years,Female,Thousand,13.5
Seasonally Adjusted Monthly Unemployment,2002 February,15 - 74 years,Both sexes,Thousand,87.1
Seasonally Adjusted Monthly Unemployment,2002 February,15 - 74 years,Male,Thousand,51.9
Seasonally Adjusted Monthly Unemployment,2002 February,15 - 74 years,Female,Thousand,35.3
Seasonally Adjusted Monthly Unemployment,2002 February,25 - 74 years,Both sexes,Thousand,53
Seasonally Adjusted Monthly Unemployment,2002 February,25 - 74 years,Male,Thousand,31.2
Seasonally Adjusted Monthly Unemployment,2002 February,25 - 74 years,Female,Thousand,21.8
Seasonally Adjusted Monthly Unemployment,2002 March,15 - 24 years,Both sexes,Thousand,34.8
Seasonally Adjusted Monthly Unemployment,2002 March,15 - 24 years,Male,Thousand,21.1
Seasonally Adjusted Monthly Unemployment,2002 March,15 - 24 years,Female,Thousand,13.7
Seasonally Adjusted Monthly Unemployment,2002 March,15 - 74 years,Both sexes,Thousand,89.7
Seasonally Adjusted Monthly Unemployment,2002 March,15 - 74 years,Male,Thousand,52.7
Seasonally Adjusted Monthly Unemployment,2002 March,15 - 74 years,Female,Thousand,37
Seasonally Adjusted Monthly Unemployment,2002 March,25 - 74 years,Both sexes,Thousand,54.8
Seasonally Adjusted Monthly Unemployment,2002 March,25 - 74 years,Male,Thousand,31.6
Seasonally Adjusted Monthly Unemployment,2002 March,25 - 74 years,Female,Thousand,23.2
Seasonally Adjusted Monthly Unemployment,2002 April,15 - 24 years,Both sexes,Thousand,35.3
Seasonally Adjusted Monthly Unemployment,2002 April,15 - 24 years,Male,Thousand,21.6
Seasonally Adjusted Monthly Unemployment,2002 April,15 - 24 years,Female,Thousand,13.7
Seasonally Adjusted Monthly Unemployment,2002 April,15 - 74 years,Both sexes,Thousand,89.2
Seasonally Adjusted Monthly Unemployment,2002 April,15 - 74 years,Male,Thousand,52.9
Seasonally Adjusted Monthly Unemployment,2002 April,15 - 74 years,Female,Thousand,36.3
Seasonally Adjusted Monthly Unemployment,2002 April,25 - 74 years,Both sexes,Thousand,53.9
Seasonally Adjusted Monthly Unemployment,2002 April,25 - 74 years,Male,Thousand,31.3
Seasonally Adjusted Monthly Unemployment,2002 April,25 - 74 years,Female,Thousand,22.6
Seasonally Adjusted Monthly Unemployment,2002 May,15 - 24 years,Both sexes,Thousand,35.2
Seasonally Adjusted Monthly Unemployment,2002 May,15 - 24 years,Male,Thousand,21.5
Seasonally Adjusted Monthly Unemployment,2002 May,15 - 24 years,Female,Thousand,13.7
Seasonally Adjusted Monthly Unemployment,2002 May,15 - 74 years,Both sexes,Thousand,90.1
Seasonally Adjusted Monthly Unemployment,2002 May,15 - 74 years,Male,Thousand,53.1
Seasonally Adjusted Monthly Unemployment,2002 May,15 - 74 years,Female,Thousand,37.1
Seasonally Adjusted Monthly Unemployment,2002 May,25 - 74 years,Both sexes,Thousand,55
Seasonally Adjusted Monthly Unemployment,2002 May,25 - 74 years,Male,Thousand,31.6
Seasonally Adjusted Monthly Unemployment,2002 May,25 - 74 years,Female,Thousand,23.4
Seasonally Adjusted Monthly Unemployment,2002 June,15 - 24 years,Both sexes,Thousand,34
Seasonally Adjusted Monthly Unemployment,2002 June,15 - 24 years,Male,Thousand,20.9
Seasonally Adjusted Monthly Unemployment,2002 June,15 - 24 years,Female,Thousand,13.1
Seasonally Adjusted Monthly Unemployment,2002 June,15 - 74 years,Both sexes,Thousand,88.7
Seasonally Adjusted Monthly Unemployment,2002 June,15 - 74 years,Male,Thousand,52.2
Seasonally Adjusted Monthly Unemployment,2002 June,15 - 74 years,Female,Thousand,36.5
Seasonally Adjusted Monthly Unemployment,2002 June,25 - 74 years,Both sexes,Thousand,54.7
Seasonally Adjusted Monthly Unemployment,2002 June,25 - 74 years,Male,Thousand,31.3
Seasonally Adjusted Monthly Unemployment,2002 June,25 - 74 years,Female,Thousand,23.4
Seasonally Adjusted Monthly Unemployment,2002 July,15 - 24 years,Both sexes,Thousand,32.2
Seasonally Adjusted Monthly Unemployment,2002 July,15 - 24 years,Male,Thousand,19.9
Seasonally Adjusted Monthly Unemployment,2002 July,15 - 24 years,Female,Thousand,12.3
Seasonally Adjusted Monthly Unemployment,2002 July,15 - 74 years,Both sexes,Thousand,85.4
Seasonally Adjusted Monthly Unemployment,2002 July,15 - 74 years,Male,Thousand,50.6
Seasonally Adjusted Monthly Unemployment,2002 July,15 - 74 years,Female,Thousand,34.8
Seasonally Adjusted Monthly Unemployment,2002 July,25 - 74 years,Both sexes,Thousand,53.1
Seasonally Adjusted Monthly Unemployment,2002 July,25 - 74 years,Male,Thousand,30.7
Seasonally Adjusted Monthly Unemployment,2002 July,25 - 74 years,Female,Thousand,22.5
Seasonally Adjusted Monthly Unemployment,2002 August,15 - 24 years,Both sexes,Thousand,31.7
Seasonally Adjusted Monthly Unemployment,2002 August,15 - 24 years,Male,Thousand,19.5
Seasonally Adjusted Monthly Unemployment,2002 August,15 - 24 years,Female,Thousand,12.1
Seasonally Adjusted Monthly Unemployment,2002 August,15 - 74 years,Both sexes,Thousand,85.5
Seasonally Adjusted Monthly Unemployment,2002 August,15 - 74 years,Male,Thousand,50.7
Seasonally Adjusted Monthly Unemployment,2002 August,15 - 74 years,Female,Thousand,34.8
Seasonally Adjusted Monthly Unemployment,2002 August,25 - 74 years,Both sexes,Thousand,53.8
